timestamp,ref,pkg,name,ns_op,bytes_op,allocs_op
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLinesLCS_LargeSimilar-10,81055264,100368384,2
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLinesLCS_LargeSimilar-10,79811554,100368384,2
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeSimilar-10,66762,354048,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeSimilar-10,67032,354048,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeSimilar-10,67557,354048,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeSimilar-10,67449,354048,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeSimilar-10,65298,354049,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeSimilar-10,66880,354049,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeDissimilar-10,42700776,102593024,364
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeDissimilar-10,43695980,102593024,364
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeDissimilar-10,44090239,102593024,364
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeDissimilar-10,43396914,102593024,364
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeDissimilar-10,43294593,102593024,364
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_LargeDissimilar-10,43204942,102593032,364
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLinesMyers_ExtraLargeSimilar-10,35466792,433661696,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLinesMyers_ExtraLargeSimilar-10,32778756,433661843,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLinesMyers_ExtraLargeSimilar-10,32581417,433661696,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLinesMyers_ExtraLargeSimilar-10,33555192,433661696,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLinesMyers_ExtraLargeSimilar-10,32995253,433661696,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLinesMyers_ExtraLargeSimilar-10,33173707,433661696,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeSimilar-10,20163797,144713472,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeSimilar-10,19959742,144713472,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeSimilar-10,20262425,144713472,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeSimilar-10,20357558,144713472,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeSimilar-10,20232779,144713472,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeSimilar-10,20432009,144713473,6
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar_BailoutOnly-10,13657755,97810176,2391
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar_BailoutOnly-10,13594816,97810177,2391
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar_BailoutOnly-10,13226370,97810177,2391
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar_BailoutOnly-10,13735340,97810176,2391
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar_BailoutOnly-10,13892040,97810176,2391
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar_BailoutOnly-10,13527638,97810176,2391
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar-10,1569495542,2152792576,479
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar-10,1152753354,2152792576,479
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar-10,1232395104,2152792576,479
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar-10,1574864583,2152792576,479
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar-10,1225189104,2152792576,479
20260829T175319Z,nogit,./internal/utils,BenchmarkDiffLines_ExtraLargeDissimilar-10,1588082666,2152792576,479
20260829T175319Z,nogit,./internal/utils,BenchmarkNewUUID-10,416.9,48,1
20260829T175319Z,nogit,./internal/utils,BenchmarkNewUUID-10,416.0,48,1
20260829T175319Z,nogit,./internal/utils,BenchmarkNewUUID-10,413.7,48,1
20260829T175319Z,nogit,./internal/utils,BenchmarkNewUUID-10,413.6,48,1
